Max fitness Count,Generation Number,Epochs,Population Size,Selection Type,Tournament Size,Crossover Type,Crossover Probability,Mutation Type,Mutation Probability,Structure,Number of Layers,Input Layer,Output Layer,Train Time,Accuracy
100,1,1,10,tournament,3,single_point,0.3,structure_change,0.2,"[61, 97, 68]",3,784,10,5.08,93.05
100,2,1,10,tournament,3,single_point,0.3,structure_change,0.2,"[61, 97, 68]",3,784,10,5.07,96.51
100,3,1,10,tournament,3,single_point,0.3,structure_change,0.2,"[61, 97]",2,784,10,5.01,97.38
100,4,1,10,tournament,3,single_point,0.3,structure_change,0.2,"[61, 97, 27, 118, 102]",5,784,10,5.06,97.04
100,5,1,10,tournament,3,single_point,0.3,structure_change,0.2,"[97, 27, 118, 102, 21]",5,784,10,5.07,97.29
